sdo5,female,age,educ,race,favor_trump,favor_blm,favor_metoo,american_customs,race_ident,pid3,ideo5,fear_of_demographic_change,confederate_flag,presvote16
2.5,1,75,5,1,4,1,1,4,1,3,4,0.4167,Heritage,Trump
1.25,1,71,6,1,1,3,4,2,3,1,2,0.5,Slavery,Clinton
3.25,0,62,4,1,4,1,2,4,1,2,4,0.5833,Heritage,Trump
1.5,1,65,3,1,1,3,4,4,1,1,3,0.5833,Heritage,Did not vote
2.75,1,67,2,1,3,3,1,4,3,2,2,0.75,NA,Trump
2.75,1,54,6,1,4,1,1,4,4,2,5,0.8333,Heritage,Trump
1,1,76,5,1,1,3,3,1,NA,1,2,0.5833,Slavery,Clinton
2,1,69,6,1,1,3,4,1,3,1,3,0.25,Heritage,Clinton
1,1,44,6,1,3,2,3,2,3,3,4,0.75,Heritage,Trump
1.25,1,87,3,1,1,3,3,1,3,1,2,0.0833,Slavery,Clinton
1,1,21,5,1,1,4,4,1,2,NA,1,0.0833,Slavery,Did not vote
1,1,46,4,1,1,4,4,5,3,1,3,0.6667,Heritage,Clinton
4,1,74,2,1,4,1,1,5,4,3,3,0.9167,Heritage,Trump
3,1,40,4,2,1,NA,NA,3,3,1,3,0.4167,Slavery,Clinton
2,1,74,5,1,1,3,3,2,3,2,2,0.4167,Heritage,Did not vote
2,0,60,5,1,1,3,3,1,3,2,2,0.1667,Slavery,Clinton
2.75,1,66,5,1,4,1,1,4,2,3,4,0.5,Heritage,Trump
2.75,1,65,5,1,4,2,2,4,2,3,3,0.5833,Heritage,Trump
2,1,71,3,1,2,1,1,5,4,2,4,0.3333,Heritage,Trump
1,0,37,3,2,1,4,3,1,4,1,2,0.0833,Slavery,Clinton
1,0,25,3,1,1,3,3,1,1,2,3,0.0833,NA,McMullin
1,0,20,3,1,1,4,4,1,2,1,1,0.1667,Slavery,Clinton
1.25,1,65,5,1,1,4,3,1,3,1,1,0.25,Slavery,Clinton
3,1,66,3,1,3,NA,NA,NA,1,3,NA,0,Heritage,Trump
2,1,38,3,1,3,2,2,4,2,3,4,0.75,Heritage,Trump
3.25,0,37,2,2,2,2,3,3,3,1,3,0.5833,Heritage,Clinton
1,1,76,5,1,1,3,3,1,1,3,3,0.25,Slavery,Clinton
1.5,1,72,6,1,1,3,3,1,2,1,2,0.5833,Slavery,Clinton
1.5,1,61,5,1,1,3,3,3,1,1,2,0.5833,Slavery,Clinton
1,1,20,3,1,1,4,4,1,1,1,1,0,Slavery,Did not vote
1,1,22,5,3,1,4,3,1,4,2,1,0.25,Slavery,Clinton
2,1,74,6,1,1,3,4,1,2,2,3,0.4167,Slavery,Clinton
1,0,71,3,1,1,3,3,1,2,1,2,0.3333,Slavery,Clinton
1.75,0,42,4,2,4,1,1,5,1,3,4,0.6667,Heritage,Trump
2.5,1,68,3,1,4,1,1,3,2,2,4,0.6667,Heritage,Trump
3,1,64,3,1,4,1,1,5,3,3,5,0.5833,Heritage,Trump
1,1,74,4,1,1,4,4,1,2,1,1,0.1667,Slavery,Clinton
1.25,1,48,3,3,4,2,3,2,4,NA,3,0,Slavery,Clinton
1,1,21,3,6,1,4,4,1,3,1,1,0,Slavery,Clinton
3,1,37,3,1,2,NA,3,NA,2,1,2,0.1667,Slavery,Clinton
1,1,74,4,1,1,4,4,1,3,2,2,0.25,Slavery,Clinton
3,1,71,2,1,4,1,1,4,3,2,4,0.8333,Heritage,Trump
3,1,74,4,1,4,1,1,5,4,3,5,0.9167,Heritage,Trump
2.5,1,66,3,1,4,2,2,5,4,3,5,0.8333,NA,Trump
1,0,68,3,1,3,2,2,3,2,3,4,0.25,Heritage,Trump
1,1,67,4,1,1,4,4,1,3,1,2,0,Slavery,Other
2,1,37,4,1,1,4,4,2,2,1,2,0.25,NA,Did not vote
1,0,18,2,7,1,4,4,1,1,1,2,0,Slavery,Did not vote
1,1,67,2,1,3,1,2,5,3,2,3,0.4167,Heritage,Clinton
1.75,1,58,4,1,3,1,1,5,2,2,5,0.8333,Heritage,Trump
3,0,32,3,4,1,1,2,1,3,1,1,0.5,Slavery,Did not vote
3,1,21,3,1,4,1,2,5,4,3,NA,0.6667,NA,Did not vote
3.5,1,22,2,1,1,2,4,2,4,1,1,0.25,Slavery,Stein
1,1,29,2,3,1,4,4,1,4,1,3,0.3333,Slavery,Clinton
3,0,67,3,1,4,1,2,3,2,2,4,0.4167,Heritage,Trump
2,0,22,4,1,4,2,3,3,2,3,4,0.5833,Heritage,Trump
2.5,1,68,3,1,3,1,2,1,2,2,3,0.5,Heritage,Trump
1,1,52,4,1,1,3,4,1,2,2,2,0.4167,Slavery,Clinton
2,0,74,4,1,1,2,2,4,2,2,3,0.3333,NA,Johnson
1.75,1,77,3,1,1,3,2,1,4,3,3,0.1667,Heritage,Clinton
3.25,0,21,4,1,4,1,1,4,1,3,5,0.6667,Slavery,Did not vote
3,1,55,4,1,2,2,2,NA,2,1,3,0.5833,Heritage,Did not vote
1,1,23,2,1,1,2,3,2,2,1,1,0.3333,Slavery,Clinton
2.75,1,55,3,1,4,3,NA,4,4,3,NA,0.5833,Heritage,Trump
2.25,0,20,3,4,1,3,3,2,2,NA,3,0.4167,Slavery,Did not vote
1,1,62,4,1,1,4,3,1,2,1,2,0.0833,Slavery,Clinton
1,0,69,4,1,1,4,4,1,2,1,1,0.25,Slavery,Clinton
2.5,1,75,3,1,4,1,NA,4,1,3,4,0.5833,Heritage,Trump
1,1,70,4,1,1,4,4,1,3,2,1,0.1667,Slavery,Clinton
3,0,71,3,1,4,2,NA,5,4,3,5,0.6667,Heritage,Trump
3,1,80,3,1,1,3,3,1,2,2,3,0.25,Slavery,Clinton
1,1,74,4,1,1,3,3,1,3,1,3,0.3333,Slavery,Clinton
1.25,0,57,6,2,1,2,4,1,2,2,3,0.1667,Slavery,Clinton
1,1,28,3,1,1,3,4,1,2,2,3,0,Slavery,Stein
2,1,20,3,1,NA,NA,1,3,2,NA,NA,0.25,NA,Did not vote
3.5,1,23,2,4,3,3,3,3,3,2,4,0.5,Slavery,Did not vote
3,0,31,4,1,4,1,2,4,4,3,5,0.5,Heritage,Did not vote
1.75,1,22,3,1,1,3,NA,1,3,1,3,0.1667,NA,Clinton
2,0,21,2,3,1,3,NA,1,3,1,1,0.25,Slavery,Did not vote
3,1,57,4,1,3,1,2,2,1,3,5,0.5833,Heritage,Trump
2.75,0,37,4,1,4,1,1,4,3,3,3,0.5833,Heritage,Trump
2,0,69,2,1,4,3,NA,5,2,2,4,0.5833,Heritage,Trump
2.75,1,38,4,1,3,2,2,3,2,2,4,0.5833,Heritage,Trump
1.5,1,46,3,1,1,3,4,1,2,1,1,0,Slavery,Clinton
2.25,1,27,4,1,4,3,1,3,2,3,5,0.5,Heritage,Trump
2,1,52,4,1,4,1,1,4,3,2,4,0.8333,Heritage,Trump
3.25,1,22,2,1,1,3,2,3,3,1,4,0.25,Slavery,Did not vote
1.25,1,21,3,4,1,NA,NA,3,4,1,2,0.4167,Slavery,Clinton
1.25,1,65,3,1,4,3,NA,1,3,3,4,0.3333,Heritage,Trump
2.75,1,53,3,6,3,1,2,4,1,2,5,0.4167,Heritage,Trump
1,1,57,3,6,1,NA,4,3,1,1,3,0.3333,Slavery,Did not vote
1.25,1,31,4,3,1,4,4,1,4,1,1,0.0833,Slavery,Clinton
2,0,24,3,7,4,1,2,3,2,3,5,0.5,Heritage,Did not vote
3,1,53,4,1,4,1,1,4,2,3,4,0.6667,Heritage,Trump
3,1,36,3,1,3,1,1,4,3,3,4,0.6667,Heritage,Trump
3,1,45,3,3,1,4,NA,1,4,1,5,0.3333,NA,Clinton
2.25,1,42,3,6,3,1,2,4,3,NA,3,0.6667,NA,NA
1,0,25,6,1,1,4,4,1,1,1,1,0,Slavery,Clinton
2.5,1,72,3,1,4,2,2,4,2,3,5,0.5,Heritage,Trump
1,1,28,3,3,1,NA,2,1,4,2,1,0,Slavery,Did not vote
2,0,29,2,1,1,1,2,5,2,2,3,0.6667,Slavery,Clinton
1.25,1,51,4,1,1,3,3,1,3,2,3,0.0833,Slavery,McMullin
1,0,27,6,1,1,3,4,1,3,1,1,0.4167,Slavery,Clinton
3,1,22,3,1,1,4,4,1,1,1,1,0,Slavery,Did not vote
2.5,1,46,2,1,4,1,1,3,1,3,5,0.5,Heritage,Trump
2.75,1,21,3,1,1,4,4,1,2,2,2,0.25,Slavery,Did not vote
1.75,1,25,4,1,4,1,NA,5,3,2,4,0.8333,Heritage,Trump
1.25,0,69,3,1,1,3,3,4,2,NA,3,0.3333,Slavery,Clinton
1,1,54,3,1,1,4,4,2,3,1,1,0.25,Slavery,Clinton
1.25,1,30,3,2,1,4,4,1,4,1,3,0.25,Slavery,Clinton
2.25,1,48,1,1,4,1,1,4,4,3,4,0.6667,Heritage,Trump
2,0,38,3,2,2,3,NA,4,4,1,3,0.5833,Slavery,Clinton
2,1,59,3,1,4,3,NA,5,2,3,4,0.5,Heritage,Trump
2.25,1,32,3,2,1,NA,3,3,3,2,3,0.5,NA,Clinton
1,0,27,5,1,1,4,4,2,1,1,1,0.25,Slavery,Clinton
3,1,33,3,1,3,2,2,5,4,3,4,0.75,Heritage,Trump
4,1,47,4,6,4,2,1,2,4,3,4,0.0833,Heritage,Trump
3,0,29,6,1,4,1,1,5,3,3,4,0.6667,Heritage,Trump
2.5,1,44,3,1,4,1,2,3,2,3,5,0.4167,Heritage,Trump
2.5,1,61,3,1,4,1,2,5,2,2,5,0.8333,Heritage,Trump
1,1,21,3,1,1,4,4,1,2,1,2,0.0833,Slavery,Clinton
1.25,0,28,6,1,1,4,4,2,1,1,1,0.25,Slavery,Clinton
1.75,1,29,3,1,1,3,3,2,2,2,3,0.4167,Slavery,Johnson
2.75,1,53,4,2,NA,4,4,4,4,1,2,0.6667,Slavery,Clinton
1,1,40,4,6,1,2,4,1,4,1,1,0.25,NA,Clinton
2,1,49,3,1,4,1,1,5,1,3,4,0.6667,Heritage,Trump
3,1,44,2,1,3,1,4,4,1,2,2,0.6667,Heritage,Did not vote
3,1,50,3,1,4,1,1,5,1,3,3,0.6667,Heritage,Trump
3,1,43,2,2,1,4,3,4,3,1,2,0.5833,NA,Clinton
1.75,1,64,4,1,1,3,4,2,4,1,3,0.5,Slavery,Clinton
2.25,1,23,5,4,1,3,3,1,4,1,1,0.5833,Slavery,Clinton
3.5,0,39,2,1,4,1,1,5,1,2,3,1,NA,Trump
2.25,1,37,3,2,3,NA,1,5,3,1,3,0.4167,NA,Trump
1,1,32,3,1,1,4,4,1,3,1,1,0.0833,Slavery,Clinton
2.5,1,29,4,1,3,2,3,2,1,NA,3,0.1667,Heritage,Johnson
1,1,51,4,1,1,4,4,1,1,1,2,0,Slavery,Did not vote
1,1,47,4,1,3,3,NA,4,1,3,NA,0.5833,Heritage,Trump
3,1,28,6,1,4,1,1,4,4,3,5,0.8333,Heritage,Trump
1,0,19,3,7,1,4,3,1,1,NA,1,0.1667,Slavery,Stein
2.25,1,30,4,1,3,2,NA,4,2,3,4,0.75,Heritage,Trump
3.25,1,34,2,3,3,2,1,5,1,3,4,0.75,NA,Clinton
3.25,1,61,3,1,4,1,1,5,3,3,5,0.75,Heritage,Trump
1.25,0,19,3,2,1,1,NA,1,1,3,4,0.3333,Slavery,Did not vote
1,1,59,2,1,4,1,3,5,3,3,3,0.9167,Heritage,Trump
2.25,1,23,1,1,1,4,3,2,3,3,2,0.1667,Heritage,Did not vote
1,1,25,4,1,1,4,4,1,2,1,2,0.1667,Slavery,Clinton
2.25,1,37,3,6,1,4,4,1,1,1,2,0.3333,Heritage,Clinton
1,1,54,3,1,1,3,2,2,3,1,3,0.5,Slavery,Clinton
1.5,1,50,3,1,3,1,3,4,2,3,5,0.4167,Heritage,Trump
2,0,22,5,3,1,4,4,1,2,2,2,0.0833,Heritage,Clinton
1.75,0,42,3,2,1,3,2,3,3,1,1,0.5,Slavery,Clinton
1.75,1,23,5,1,1,3,3,2,4,1,2,0.5833,Heritage,Did not vote
2.5,0,42,3,2,1,4,1,NA,4,1,2,0,Slavery,Clinton
1.25,1,53,4,1,4,1,1,3,4,3,4,0.6667,Heritage,Trump
1.75,0,25,5,1,1,3,4,1,3,NA,1,0,Slavery,Other
1.75,0,25,2,1,1,3,3,1,1,1,1,0,Slavery,Clinton
1,0,28,3,1,1,3,3,1,1,2,1,0.1667,Slavery,Clinton
3.75,0,38,3,2,1,1,1,5,4,2,3,0.3333,Slavery,Clinton
3,1,35,2,2,1,4,NA,3,4,1,NA,0.5,NA,Clinton
2.75,1,27,3,4,2,4,4,4,4,1,4,0.3333,NA,Did not vote
2.5,1,55,2,1,1,4,NA,5,4,1,4,0.8333,Heritage,Clinton
1,1,28,6,3,1,4,4,1,1,1,2,0,Slavery,Clinton
1.5,0,24,6,1,1,3,3,1,3,1,1,0,Slavery,Clinton
1,0,30,5,4,1,3,3,1,3,2,3,0.0833,Slavery,Clinton
1,0,26,5,3,1,3,3,2,3,1,2,0.1667,Slavery,Clinton
2,1,46,2,1,NA,1,2,3,3,2,3,0.8333,NA,Johnson
1.75,0,20,2,1,1,3,3,1,2,NA,1,0.0833,Heritage,Stein
3.25,1,24,3,1,3,3,3,2,3,3,3,0.3333,Heritage,Trump
3.5,0,27,5,3,3,1,1,3,1,2,4,0.5833,Heritage,Trump
2.5,1,53,3,1,1,4,2,3,1,1,4,0.3333,Heritage,Clinton
2.25,1,22,4,1,2,1,2,3,2,2,4,0.0833,Heritage,Trump
2.25,1,48,2,1,3,1,3,4,3,2,NA,0.5833,Heritage,Trump
3.25,0,37,4,1,3,2,2,1,1,NA,3,0.1667,Heritage,Johnson
1.5,1,35,3,2,1,2,1,4,4,2,3,0.6667,Slavery,Clinton
2.25,1,27,5,1,1,2,3,2,3,2,3,0.3333,Slavery,Clinton
1.5,1,36,3,2,1,1,4,4,3,1,3,0,Slavery,Clinton
3,0,24,5,1,4,1,1,5,2,2,3,0.9167,Heritage,Trump
3.5,0,41,3,5,4,1,1,4,4,2,3,0.9167,Heritage,Trump
2.75,1,39,4,2,1,3,3,1,3,1,4,0.0833,NA,Clinton
3.25,1,42,4,1,4,1,1,5,4,3,5,1,Heritage,Trump
2,0,29,5,1,3,NA,NA,3,1,2,3,0.6667,NA,Johnson
2,1,24,6,6,1,4,4,1,4,1,3,0.5,Slavery,Clinton
1.5,1,28,3,1,3,1,1,3,1,3,3,0.5,Heritage,Trump
1.75,1,25,5,1,1,4,4,1,2,1,2,0,Slavery,Clinton
3,1,34,3,1,1,1,1,3,2,2,3,0.5,Heritage,Did not vote
2.25,1,36,2,2,1,4,2,5,4,1,3,0.3333,Slavery,Clinton
2.5,0,29,6,1,3,1,NA,3,3,NA,5,0.4167,Heritage,Trump
1.75,1,28,6,4,1,4,3,2,3,1,2,0.25,Slavery,Clinton
2.25,0,39,3,3,1,3,4,1,4,2,1,0.0833,Slavery,Clinton
1,0,31,3,2,1,4,1,1,4,1,1,0.3333,Slavery,Clinton
2.25,0,32,3,1,4,1,1,5,3,3,5,0.9167,Heritage,Trump
3,1,29,5,1,4,2,1,4,3,3,5,0.25,Heritage,Trump
1.5,1,24,2,1,NA,NA,4,2,3,2,3,0.25,Slavery,Johnson
2,1,26,5,1,1,1,3,2,2,2,NA,0.8333,Heritage,Johnson
3,1,24,2,2,NA,3,NA,3,4,1,3,0.3333,Slavery,Clinton
1,1,24,6,1,1,3,NA,1,3,1,2,0.75,Heritage,Did not vote
1,1,29,4,3,1,4,4,1,4,1,3,0,Slavery,Stein
2.5,1,37,3,3,4,1,2,3,1,3,3,0.5833,Heritage,Trump
3,0,38,3,3,2,1,1,1,1,3,NA,0.5833,Heritage,Trump
2.25,1,22,3,1,3,2,2,3,1,3,4,0.5,Heritage,Did not vote
2,1,26,4,3,1,3,4,1,3,2,3,0,Slavery,Stein
1,1,22,5,1,3,NA,NA,5,3,3,5,0.5833,NA,Trump
1.75,1,31,2,1,3,1,2,3,1,3,5,0.5833,Heritage,Other
3,1,28,1,1,3,1,1,1,2,3,5,0.3333,Heritage,Trump
1,1,39,4,3,1,4,NA,3,4,1,NA,0.3333,NA,Clinton
1,0,24,5,1,1,3,4,1,2,1,2,0.1667,NA,Trump
1,1,44,2,1,1,4,3,1,2,1,2,0.3333,Slavery,Clinton
2.5,1,30,3,1,1,3,3,1,2,1,2,0.0833,Slavery,Clinton
1,1,31,1,1,4,3,1,3,1,3,5,0.6667,Heritage,Trump
3,1,28,4,2,3,NA,1,2,4,1,2,0.5,Heritage,Did not vote
2,0,29,5,3,1,4,4,1,3,1,2,0,Slavery,Clinton
1,1,25,3,7,1,4,4,1,1,NA,1,0.3333,Slavery,Clinton
1,0,38,4,1,1,3,3,1,2,1,2,0.4167,Slavery,Clinton
3.25,1,25,5,1,4,1,1,4,3,3,5,0.6667,Heritage,Trump
1,1,33,4,6,3,NA,1,2,4,2,2,0.4167,Slavery,Clinton
1,1,34,4,2,1,3,4,4,4,1,2,0.0833,Slavery,Clinton
2.5,1,35,4,1,3,1,2,4,2,2,4,0.5833,Heritage,Johnson
3,1,43,4,1,4,1,2,3,3,3,5,0.6667,Heritage,Trump
2.5,1,22,3,1,1,3,4,1,3,1,1,0.4167,Slavery,Clinton
1,1,24,4,6,2,3,3,2,4,2,3,0.25,Slavery,Clinton
3,1,27,2,1,4,2,1,2,2,3,5,0.3333,Heritage,Trump
1,0,33,3,6,1,4,4,1,4,1,1,0.3333,Slavery,Clinton
1,1,35,3,1,1,4,4,1,1,1,1,0,Slavery,Clinton
3.75,0,42,3,1,4,1,1,5,4,3,5,0.5833,Heritage,Trump
3,0,55,3,2,1,1,1,3,4,3,3,0.5,Slavery,Clinton
3,0,52,4,2,1,1,1,5,1,1,1,0,Slavery,Clinton
1,0,54,3,1,1,2,4,1,1,1,3,0.3333,Slavery,Clinton
1.25,0,59,6,1,1,3,1,1,2,1,1,0.1667,Slavery,Clinton
1,1,43,2,3,1,3,3,1,4,1,1,0.25,Slavery,Did not vote
1,0,51,2,2,1,4,3,5,4,1,1,0.25,Slavery,Clinton
1,1,38,5,2,1,4,4,1,4,1,1,0.0833,Slavery,Clinton
1.25,1,60,2,2,1,4,4,5,4,1,1,0.4167,Slavery,Clinton
1,1,29,3,2,1,4,4,1,4,1,2,0.0833,Slavery,Clinton
1.5,1,39,5,1,4,1,3,5,2,3,4,0.6667,Heritage,Trump
2.5,0,58,6,1,4,3,3,2,3,2,3,0.25,Slavery,Clinton
4.5,0,60,5,1,4,1,1,5,4,3,4,0.8333,Heritage,Trump
2,1,52,2,3,3,2,2,3,3,3,4,0.3333,NA,Trump
1,1,45,6,1,1,3,3,1,2,1,2,0.0833,Slavery,Clinton
2,0,43,5,1,1,4,3,1,1,2,3,0,Slavery,Clinton
1,1,57,3,2,2,4,3,4,4,1,5,0.1667,NA,Clinton
1,1,33,6,1,1,NA,NA,NA,2,1,NA,0,Slavery,Clinton
1.5,1,65,6,1,1,3,4,2,3,2,2,0.25,Slavery,Clinton
3,1,30,5,1,4,1,1,4,3,3,5,0.75,Heritage,Trump
3.75,1,63,3,1,3,1,1,2,1,NA,5,0.8333,Heritage,Trump
1,0,63,5,1,1,3,3,1,3,2,3,0.1667,Slavery,Clinton
1,1,54,5,1,1,2,4,2,3,2,3,0.3333,Slavery,Clinton
3.75,0,52,4,3,3,1,1,4,3,2,3,0.6667,Heritage,Trump
2.5,0,51,5,1,1,1,2,4,1,2,3,0.5833,Heritage,Did not vote
1.25,0,60,6,1,1,4,4,1,2,2,2,0.0833,Slavery,Clinton
3.75,0,62,3,1,3,1,1,5,1,NA,4,0.5,Heritage,Trump
1.75,0,58,4,1,3,2,2,3,2,2,3,0.3333,NA,Trump
2,1,60,5,1,1,4,3,1,4,1,1,0,Heritage,Clinton
2,0,63,6,1,1,4,4,1,2,2,3,0,Slavery,Clinton
2.75,1,61,2,2,1,4,4,5,4,1,2,0.4167,Slavery,Clinton
1,1,44,3,1,1,3,3,1,2,1,1,0.1667,Slavery,Clinton
1,0,37,6,1,1,4,4,2,1,1,1,0,Slavery,Clinton
3,1,57,1,1,4,1,NA,5,1,3,5,0.6667,Heritage,Trump
1.25,1,41,3,2,1,3,3,4,3,1,2,0.5833,Heritage,Clinton
1.75,0,68,5,1,1,3,3,1,2,1,1,0.3333,Slavery,Clinton
1,1,55,5,1,1,4,3,3,1,NA,1,0,Slavery,Clinton
1.5,0,51,4,2,1,3,3,3,3,1,3,0.5,Slavery,Clinton
2,0,33,5,1,1,3,3,1,2,NA,3,0.3333,Slavery,Clinton
2.75,1,70,3,1,1,3,3,3,4,2,2,0.25,Slavery,Clinton
1.5,0,57,5,1,1,1,2,3,2,NA,3,0.5833,Heritage,Stein
1.75,1,51,5,1,1,3,4,2,2,1,3,0.5,NA,Clinton
5,1,55,5,1,4,1,1,5,4,3,4,1,Heritage,Trump
3.25,0,67,6,1,2,1,2,4,2,3,5,0.5,Heritage,Trump
3,1,54,4,2,1,4,4,NA,3,2,NA,0.5,Heritage,Did not vote
1.25,1,41,3,3,4,1,1,5,4,3,4,0.3333,NA,Trump
2,1,47,4,1,1,3,3,1,2,NA,1,0,Slavery,Stein
3,1,46,2,2,4,3,2,NA,4,1,NA,0.1667,Slavery,Clinton
2.5,1,50,3,2,1,NA,3,NA,2,1,NA,0,NA,Clinton
1,1,65,6,1,1,4,4,1,2,1,1,0,Slavery,Clinton
3.25,0,51,4,3,3,3,4,5,4,3,5,0.6667,Heritage,Trump
4,1,64,2,2,1,4,1,1,4,2,4,0.6667,NA,Clinton
2,1,38,5,1,1,3,3,1,2,1,2,0.1667,Slavery,Clinton
1,0,27,4,1,1,4,4,1,2,2,1,0,Slavery,Stein
1.25,0,49,3,1,1,3,4,1,1,1,1,0.25,Slavery,Clinton
1,0,65,6,1,1,3,4,1,2,2,3,0,Slavery,Clinton
3.5,0,48,4,1,4,1,1,2,1,2,5,0.3333,Heritage,Trump
1.5,0,31,4,1,1,2,NA,1,1,2,3,0.1667,Slavery,Clinton
1,1,45,3,2,2,3,3,1,3,1,3,0.25,Heritage,Did not vote
1.75,0,53,6,1,1,2,3,1,1,2,3,0.1667,Slavery,Clinton
2.5,1,61,5,1,4,1,2,3,3,3,5,0.5,Heritage,Trump
1.5,1,52,5,1,1,NA,3,2,2,1,3,0.4167,Heritage,Clinton
2.75,0,71,5,1,4,1,1,5,3,3,5,0.5,Heritage,Trump
1.25,1,21,3,1,1,3,3,1,2,1,1,0,Slavery,Clinton
2.25,1,45,6,1,1,3,3,1,4,2,3,0.1667,Slavery,Clinton
3,1,47,1,2,1,4,NA,3,4,1,NA,0.5,Slavery,Did not vote
1,1,41,4,3,1,4,4,1,4,1,1,0.3333,Slavery,Clinton
1,0,63,2,2,1,4,4,3,4,1,NA,0.3333,Slavery,Clinton
1.25,0,56,3,3,1,2,4,2,1,2,3,0.1667,Slavery,Clinton
2.5,1,73,5,1,3,2,2,4,2,2,4,0.4167,Heritage,Trump
2,0,31,3,1,1,3,4,1,1,1,2,0,Slavery,Clinton
2.75,0,80,6,1,4,1,2,4,2,NA,5,0.5833,Heritage,Trump
2.75,0,78,5,1,4,3,3,4,3,3,4,0.4167,Heritage,Trump
3.5,0,64,6,1,3,1,1,4,3,NA,3,0.3333,Heritage,Johnson
2,0,56,6,1,1,4,4,1,1,NA,1,0,Slavery,Stein
3.25,0,39,5,1,3,1,1,2,3,2,4,0.4167,Heritage,Trump
1.75,1,54,3,2,1,3,3,NA,3,1,4,0.5,Slavery,Clinton
1.75,1,62,3,2,1,4,4,1,4,1,2,0.25,Slavery,Clinton
1,0,39,5,1,1,4,4,1,1,1,1,0,Slavery,Clinton
1.25,0,58,4,2,1,3,3,5,3,1,3,0.5,Slavery,Clinton
2.25,1,57,2,3,1,NA,3,2,3,2,2,0.1667,NA,Clinton
3.25,0,52,3,3,4,1,1,5,2,2,3,0.4167,NA,Trump
1.75,0,58,6,1,4,1,2,4,1,3,5,0.3333,NA,Trump
3.5,1,61,2,2,1,1,3,4,4,3,4,0.5,Heritage,Trump
1,0,79,6,1,1,3,3,2,3,1,2,0.4167,Slavery,Clinton
2,1,62,3,2,1,3,3,1,2,2,1,0.0833,Slavery,Clinton
2,0,53,3,2,1,3,NA,2,4,1,3,0,Slavery,Clinton
1,1,60,1,3,1,3,4,1,4,1,3,0.4167,Slavery,Clinton
2,1,55,2,2,1,4,3,5,4,1,1,0.3333,NA,Clinton
1,0,60,4,3,1,3,3,1,4,3,3,0.5,Heritage,Clinton
4.25,0,58,5,1,2,1,1,5,3,3,4,0.5833,Heritage,Clinton
1,0,47,2,2,1,4,4,1,4,1,2,0.1667,Slavery,Clinton
3.75,0,62,5,1,4,1,1,4,3,2,3,0.75,Heritage,Trump
1.25,0,57,6,1,1,3,3,1,1,2,2,0,Slavery,Clinton
2.5,1,44,5,1,4,2,1,4,2,3,4,0.3333,Heritage,Trump
1.25,1,46,5,1,1,3,4,1,3,2,3,0.25,Slavery,Did not vote
3,0,55,2,2,4,2,NA,3,4,3,5,0.5,Heritage,Did not vote
1,0,40,4,2,1,4,3,3,4,1,2,0.1667,Slavery,Did not vote
2.75,0,30,3,2,1,3,3,2,1,1,3,0.25,Slavery,Clinton
3,1,58,2,3,3,3,2,5,4,3,5,0.1667,Slavery,Trump
3,0,66,6,1,4,1,2,5,4,3,5,0.6667,Heritage,Trump
1,0,30,5,1,1,4,4,1,1,1,1,0.25,Slavery,Clinton
1,1,61,2,1,1,4,4,1,3,1,2,0.1667,Slavery,Clinton
3,1,53,2,2,2,3,2,3,3,1,NA,0.5,NA,Did not vote
2.25,0,62,5,1,1,1,3,NA,2,3,4,0.3333,Heritage,Trump
2.25,1,64,2,2,1,4,4,NA,4,1,4,0.4167,Slavery,Clinton
1,1,62,4,2,1,3,4,1,4,1,3,0,Slavery,Clinton
1.75,1,43,4,1,1,1,NA,2,2,2,4,0,NA,Clinton
1,1,60,5,1,1,3,3,2,3,1,3,0.5,Slavery,Clinton
2.25,1,21,4,2,1,3,3,1,3,2,2,0,Slavery,Clinton
1,1,64,6,1,1,3,2,2,2,1,2,0.3333,Slavery,Clinton
1,0,56,3,3,2,NA,NA,1,4,NA,3,0.25,Slavery,Did not vote
1,0,63,6,6,1,3,3,1,4,1,3,0.4167,Slavery,Clinton
1.25,0,57,3,2,1,3,3,1,4,1,3,0.1667,Slavery,Clinton
2.5,1,54,3,3,1,3,3,4,3,1,4,0.5833,Slavery,Clinton
1.75,1,59,2,2,1,3,NA,2,4,1,3,0.3333,NA,Clinton
3.25,0,48,2,1,3,1,1,4,4,2,3,0.4167,Heritage,Trump
1,1,42,6,1,1,4,4,1,3,1,1,0.25,Slavery,Clinton
1,0,43,3,3,1,4,4,1,4,1,2,0,Slavery,Clinton
3.25,0,63,5,7,4,1,NA,4,2,2,4,0.8333,Heritage,Trump
1.25,1,52,3,3,1,3,NA,3,3,1,NA,0.5833,NA,Clinton
1,1,37,6,1,1,3,4,1,3,1,2,0.25,Slavery,Trump
3.5,0,61,5,1,4,1,1,5,1,3,4,1,Heritage,Trump
1.5,0,57,6,1,1,3,3,2,2,2,1,0.1667,Slavery,Clinton
5,1,63,5,1,4,1,1,5,3,3,4,0.3333,Heritage,Trump
1,0,26,2,2,1,NA,NA,3,4,NA,3,0.5,NA,Did not vote
2,0,60,3,2,1,4,4,4,4,1,1,0.6667,Slavery,Clinton
1,0,60,4,3,3,2,1,2,4,1,3,0.8333,Slavery,Clinton
2,0,59,3,2,4,1,1,5,3,NA,4,1,NA,Other
3.75,0,60,3,1,3,1,1,5,2,3,5,1,Heritage,Trump
2,1,48,3,3,2,NA,NA,3,2,2,3,0.3333,Heritage,Did not vote
1.5,1,47,5,1,1,4,4,1,1,2,1,0.1667,Slavery,Clinton
